location,Date,level_B1,level_B2,level_DO,level_NH3,level_Pb,level_SO4,level_TOC
X,2018-11-02,162.850906,90.98123,9.778339,0.09132521,6.099654,30.24327,6
X,2018-11-03,76.492134,137.851755,10.12028,0.08166824,8.873279,66.08517,10
X,2018-11-04,91.598726,112.609928,8.163303,0.09010142,6.949818,68.49484,4
X,2018-11-05,76.753054,126.970033,10.02825,0.1000822,6.572255,3.804868,2
X,2018-11-06,136.630561,152.313116,9.600383,0.1030058,6.882221,34.5148,5
X,2018-11-07,97.641005,225.49187,8.956626,0.08274746,4.092699,34.48144,8
X,2018-11-08,187.852349,96.187496,8.763683,0.106098,8.978291,20.59912,6
X,2018-11-09,159.132034,150.322987,9.292015,0.0883122,6.415146,70.4127,5
X,2018-11-10,131.96552,166.716174,7.914373,0.08521186,7.34281,33.05739,7
X,2018-11-11,167.297121,120.488831,9.236807,0.09631586,3.909186,59.47737,5
X,2018-11-12,106.454441,155.476047,7.842766,0.09534001,7.075013,131.5946,7
X,2018-11-13,70.050278,132.289127,8.235533,0.1153286,4.991077,53.29343,8
X,2018-11-14,142.096881,179.296689,7.567926,0.07917948,8.149544,73.77949,8
X,2018-11-15,105.774556,153.148976,9.908812,0.08905245,3.199613,72.26815,12
X,2018-11-16,110.109657,5.0,7.41407,0.1112339,8.029958,64.09149,4
X,2018-11-17,155.021349,160.724005,8.214507,0.09255744,7.549745,155.5323,4
X,2018-11-18,135.31031,108.434665,8.396859,0.07301402,5.667659,44.46969,11
X,2018-11-19,105.113443,130.327955,7.660822,0.1084447,6.741895,122.0209,9
X,2018-11-20,121.174312,134.721767,8.792161,0.09328699,7.494683,6.832032,7
X,2018-11-21,97.718683,141.146889,7.385524,0.09520547,3.417557,77.74524,5
X,2018-11-22,144.501257,176.732065,9.186541,0.08963354,5.088196,53.10874,12
X,2018-11-23,127.570639,172.686722,9.623476,0.09682543,5.62856,29.2584,2
X,2018-11-24,146.240547,131.698531,8.849908,0.08594376,5.918582,15.62548,5
X,2018-11-25,131.6499,202.038545,8.310492,0.09978156,3.713296,57.99707,5
X,2018-11-26,72.275598,80.024524,8.493428,0.1106823,5.589283,11.69495,6
X,2018-11-27,128.38672,113.341937,9.687048,0.100888,6.534077,15.32503,6
X,2018-11-28,141.164524,148.272302,9.044231,0.08445429,3.777903,39.97708,4
X,2018-11-29,143.15044,162.252096,7.47047,0.0762065,5.560404,28.93316,6
X,2018-11-30,182.548134,151.616498,9.095895,0.07243497,3.821494,39.9133,9
X,2018-12-01,126.36839,182.670605,10.68361,0.09724674,6.263926,89.46208,5
X,2018-12-02,135.304982,108.171619,8.366521,0.1008014,4.929483,6.347795,7
X,2018-12-03,147.990383,94.365227,8.360291,0.09858751,5.810687,0.6322762,5
X,2018-12-04,174.810056,162.995428,10.74702,0.09559503,3.002355,5.68015,3
X,2018-12-05,124.093585,139.238859,9.542977,0.1005319,3.92971,94.62747,7
X,2018-12-06,140.952605,123.55039,8.550247,0.09467747,7.332059,373.8148,7
X,2018-12-07,60.184833,158.882484,8.812063,0.09702954,4.187868,10.20264,4
X,2018-12-08,163.387739,232.052274,7.707883,0.08174341,8.498433,45.87561,6
X,2018-12-09,112.475858,98.025847,6.186371,0.08880267,4.455195,106.4035,9
X,2018-12-10,142.8459,173.707332,8.713872,0.09525254,7.403845,94.78274,5
X,2018-12-11,138.282241,200.16375,7.606499,0.08156143,7.522527,12.81706,3
X,2018-12-12,181.730345,143.553574,9.880683,0.08896506,4.324124,72.85817,11
X,2018-12-13,120.127204,161.912671,7.78325,0.09707649,7.642533,36.90794,5
X,2018-12-14,85.371449,175.561122,9.294262,0.07498947,8.230882,3.679352,3
X,2018-12-15,110.68745,162.293141,9.087048,0.08865147,7.894034,16.30977,6
X,2018-12-16,124.300186,178.656689,7.511138,0.09192454,5.390517,10.00948,8
X,2018-12-17,153.685512,134.968814,7.930517,0.08955955,3.763532,171.1303,4
X,2018-12-18,145.637911,182.654866,11.14291,0.09998932,4.470108,66.55859,6
X,2018-12-19,112.030597,231.738024,10.83946,0.07691696,5.60236,21.33724,3
X,2018-12-20,101.219665,182.861018,9.075862,0.0942123,4.200317,62.73726,6
X,2018-12-21,72.6931,113.922325,8.30094,0.1048871,4.153207,85.38213,6
X,2018-12-22,181.0595,162.338093,9.031709,0.07657536,3.661124,51.092,6
X,2018-12-23,178.237196,231.914101,7.600592,0.07221056,7.390509,22.71789,7
X,2018-12-24,166.335188,71.914157,7.313389,0.09830442,5.328108,52.92443,8
X,2018-12-25,153.118995,160.268733,9.109373,0.08886992,3.270724,19.98466,4
X,2018-12-26,133.173155,222.703429,9.44316,0.08516686,7.997068,127.8985,4
X,2018-12-27,154.632532,153.332523,10.2642,0.09811128,8.559964,4.091912,5
X,2018-12-28,53.907563,181.568165,7.196261,0.08850128,7.71595,8.085415,6
X,2018-12-29,184.946558,211.558281,8.587671,0.06989309,8.537128,158.2933,7
X,2018-12-30,130.520413,136.398485,9.227107,0.08835946,6.533489,223.9681,3
X,2018-12-31,142.25313,129.282771,10.07081,0.08176999,8.715001,129.0591,5
X,2019-01-01,113.436233,238.446544,8.628074,0.07804647,6.019908,19.52341,3
X,2019-01-02,131.285087,160.643688,9.428237,0.0932839,3.829542,113.2418,8
X,2019-01-03,113.359442,207.930793,9.367941,0.09252421,3.022261,55.57569,4
X,2019-01-04,126.143187,112.443381,8.789846,0.09515436,6.040107,7.759367,8
X,2019-01-05,89.134222,211.942022,7.582187,0.08530114,5.869091,1.517722,5
X,2019-01-06,137.842761,140.503489,9.304437,0.08092209,8.823813,7.560926,5
X,2019-01-07,130.537397,120.05565,9.239401,0.06954501,6.562111,68.0119,5
X,2019-01-08,111.704036,144.022565,8.896196,0.08383419,8.302331,2.021899,3
X,2019-01-09,47.178698,143.378412,9.125775,0.09245293,8.40203,84.39379,6
X,2019-01-10,135.763418,126.315675,8.023702,0.08056816,4.427089,145.6602,9
X,2019-01-11,86.061123,146.761109,7.266412,0.08714881,5.193862,88.32962,4
X,2019-01-12,106.630886,160.431166,9.762659,0.09092265,3.150639,30.86309,6
X,2019-01-13,112.376778,121.205825,6.847714,0.08744126,7.338738,274.568,3
X,2019-01-14,153.542081,172.170349,9.382286,0.1028357,5.542573,85.16842,6
X,2019-01-15,184.519042,217.360638,9.154449,0.07967806,6.63283,68.91728,7
X,2019-01-16,203.984114,143.958381,9.275202,0.08101788,6.2601,2.883429,7
X,2019-01-17,85.27097,178.708853,8.487679,0.07777434,7.653378,1.624145,3
X,2019-01-18,171.835746,225.055453,8.957727,0.08045293,5.229412,97.88523,4
X,2019-01-19,159.487558,179.735425,8.224359,0.08804458,3.307356,82.99867,7
X,2019-01-20,150.466393,156.270225,9.029878,0.08932099,6.169459,39.70605,4
X,2019-01-21,127.581184,80.757048,7.948331,0.08958473,3.192231,37.02913,7
X,2019-01-22,126.691065,78.757394,9.095038,0.09849589,5.288309,75.48857,12
X,2019-01-23,68.003541,158.173924,7.368945,0.09081042,5.741301,54.2471,1
X,2019-01-24,84.504926,152.970926,9.976019,0.08433383,5.111096,55.21287,10
X,2019-01-25,128.634208,107.087269,9.391609,0.1013108,3.028813,60.50542,6
X,2019-01-26,179.640695,189.950081,11.17149,0.08232387,7.881521,10.85899,6
X,2019-01-27,210.404851,154.833549,9.706454,0.08143843,5.704622,136.8952,4
X,2019-01-28,127.92303,188.539181,8.723881,0.06798991,3.198968,35.78373,7
X,2019-01-29,183.875221,147.609491,12.08327,0.08212514,8.043742,10.05557,8
X,2019-01-30,107.752806,105.458771,7.849531,0.08866838,7.238428,22.69297,8
X,2019-01-31,83.174905,138.786402,8.630809,0.09289633,3.023696,51.11647,7
X,2019-02-01,177.294078,177.988196,9.639467,0.09408468,6.090062,88.48654,3
X,2019-02-02,154.610535,122.156046,9.345978,0.08533495,4.555971,79.06306,6
X,2019-02-03,122.037971,155.550178,7.793221,0.08192163,6.505917,2.782558,3
X,2019-02-04,171.731937,165.398331,9.006297,0.08338993,7.866865,60.40974,8
X,2019-02-05,100.931279,81.043286,8.703461,0.1155154,3.036207,45.3495,5
X,2019-02-06,54.823938,146.135398,7.202584,0.1091864,7.420736,16.07622,6
X,2019-02-07,93.316364,101.841023,7.88429,0.1001615,4.608905,3.751275,5
X,2019-02-08,118.008938,172.99659,9.546793,0.1047315,4.900547,19.72898,10
X,2019-02-09,168.737254,128.560608,8.674548,0.08533126,4.744961,59.17111,6
X,2019-02-10,174.207829,198.322354,10.52148,0.0794184,5.00744,40.21602,5
X,2019-02-11,156.896356,136.790844,10.79937,0.08962208,4.250747,23.87068,8
X,2019-02-12,172.191378,146.108184,9.953771,0.07848266,3.731562,27.87426,4
X,2019-02-13,153.598599,150.898951,9.442438,0.09374552,7.514177,22.62317,5
X,2019-02-14,101.548232,148.305896,8.872262,0.09562932,3.809172,7.139062,7
X,2019-02-15,137.820251,117.953252,9.094804,0.108837,5.391515,3.936759,4
X,2019-02-16,130.079273,157.3316,9.078878,0.07607161,3.319792,1.657957,8
X,2019-02-17,100.112255,195.760977,8.205493,0.07648518,5.491124,11.52928,9
X,2019-02-18,158.140281,133.281533,10.04762,0.1051627,6.104149,93.88955,4
X,2019-02-19,106.215781,146.200416,8.608375,0.09163491,5.740536,4.18193,8
X,2019-02-20,154.438886,129.073492,8.730396,0.08089391,3.919801,54.01984,6
X,2019-02-21,119.104652,177.903948,9.617213,0.08861079,8.428638,171.8634,4
X,2019-02-22,90.854444,153.050348,10.01677,0.08853483,4.28884,8.255575,3
X,2019-02-23,122.492732,155.507585,9.614379,0.08848825,8.775434,5.982167,5
X,2019-02-24,167.825798,181.296159,10.64188,0.08424203,4.869353,47.21814,3
X,2019-02-25,132.367352,122.455206,9.126198,0.100131,5.474488,48.44831,5
X,2019-02-26,108.593947,146.525018,7.087998,0.08890915,4.196668,109.3939,6
X,2019-02-27,224.829961,166.243847,8.48008,0.08252229,7.204941,3.668708,10
X,2019-02-28,148.746743,162.847113,8.698346,0.07712557,7.116026,31.81618,6
X,2019-03-01,160.975881,115.941315,9.179213,0.08839456,7.581465,50.49756,4
X,2019-03-02,117.038573,227.299409,9.887672,0.08052536,7.942682,0.8648991,5
X,2019-03-03,127.61962,177.659467,8.405547,0.0735595,6.536488,58.04367,3
X,2019-03-04,151.980521,109.62386,9.315516,0.09645286,3.315573,2.565179,3
X,2019-03-05,150.604079,160.713477,10.62341,0.09458805,6.638975,72.59071,7
X,2019-03-06,88.763133,147.785114,9.234021,0.09661272,3.83763,30.77469,9
X,2019-03-07,169.28582,148.634761,7.57915,0.07342643,4.5929,143.4595,4
X,2019-03-08,126.175467,117.074914,8.522735,0.07722006,7.229939,28.26981,5
X,2019-03-09,114.429694,184.697252,7.484896,0.08074094,8.965818,137.1601,2
X,2019-03-10,101.037978,162.578101,7.849667,0.07988597,7.809057,16.98265,2
X,2019-03-11,92.57707,115.468894,7.446152,0.1083325,4.399061,2.82412,5
X,2019-03-12,95.93028,193.960308,9.041462,0.09703239,7.389908,6.50307,6
X,2019-03-13,180.794983,102.740366,8.162999,0.09387913,7.918707,20.71819,6
X,2019-03-14,103.665307,145.146614,7.998604,0.09777245,6.131779,43.61453,5
X,2019-03-15,133.84968,258.587013,10.04769,0.08759359,6.335376,20.81822,9
X,2019-03-16,80.77945,209.987302,9.338101,0.08991802,8.734332,16.49579,7
X,2019-03-17,91.409113,166.674586,9.744868,0.09044797,5.455328,42.96606,6
X,2019-03-18,163.286584,112.863749,9.30154,0.08915898,5.717083,6.177476,7
X,2019-03-19,121.942709,61.878611,9.148056,0.100127,7.621983,135.7376,9
X,2019-03-20,136.537999,122.019965,9.79369,0.09642852,5.738389,19.29729,9
X,2019-03-21,99.414739,113.979676,8.565628,0.08507043,5.064419,48.98821,8
X,2019-03-22,159.336479,142.87659,7.024387,0.08166625,5.653529,18.16777,3
X,2019-03-23,167.121243,98.823019,8.243085,0.084665,7.201853,82.69616,3
X,2019-03-24,121.82941,169.665625,9.453887,0.09607071,4.403397,46.50337,8
X,2019-03-25,136.825382,142.732396,8.529221,0.1079683,5.646984,7.266193,8
X,2019-03-26,120.650211,196.965209,9.617106,0.0875182,6.865897,8.670383,3
X,2019-03-27,88.641628,87.414506,8.428918,0.1025261,5.542034,44.17426,5
X,2019-03-28,107.933916,172.229146,10.10445,0.0892714,5.688207,98.01645,3
X,2019-03-29,146.426271,184.59797,9.991445,0.08846591,8.410714,73.24369,5
X,2019-03-30,122.806862,155.390922,9.251148,0.101124,7.426267,27.84065,10
X,2019-03-31,154.650736,175.275788,9.957368,0.08802089,3.099241,11.98727,4
X,2019-04-01,177.548165,147.639796,9.377235,0.08358646,8.903773,14.47261,7
X,2019-04-02,114.438171,164.165447,9.673643,0.09395832,4.046242,1.643708,2
X,2019-04-03,89.303268,187.184744,9.758599,0.08668116,8.734215,5.458756,6
X,2019-04-04,132.584459,129.112312,7.828209,0.08423935,6.842404,99.54773,9
X,2019-04-05,155.414376,212.326958,7.99299,0.09129841,3.813599,21.95162,5
X,2019-04-06,139.334442,137.910958,6.956137,0.08842815,5.564535,2.539873,5
X,2019-04-07,85.799316,135.538985,7.819467,0.09472235,8.051897,137.7089,5
X,2019-04-08,98.12872,117.465247,8.818545,0.09110592,3.137002,93.11368,2
X,2019-04-09,114.130372,167.353583,7.687581,0.08837546,6.502597,126.9716,7
X,2019-04-10,75.63683,154.425396,9.248244,0.0829008,3.244877,3.173179,5
X,2019-04-11,158.403623,173.027543,10.76242,0.09529357,8.278146,65.37067,1
X,2019-04-12,106.883395,182.969881,9.176295,0.09696285,3.236093,15.27013,6
X,2019-04-13,140.406531,94.462781,7.815849,0.07592713,5.087946,48.53225,5
X,2019-04-14,109.599817,87.257021,8.876194,0.09061777,3.399086,7.611987,7
X,2019-04-15,171.510032,137.205028,11.37089,0.09488701,4.727769,16.16738,4
X,2019-04-16,110.510869,158.673758,9.722178,0.08980071,8.011995,34.37881,6
X,2019-04-17,141.628115,201.291827,8.338827,0.07892577,5.59431,29.21474,6
X,2019-04-18,166.05045,136.51329,7.001451,0.09575139,5.75752,23.92871,7
X,2019-04-19,170.235649,109.556305,9.982916,0.09044301,7.269901,5.852471,5
X,2019-04-20,118.311534,150.821993,9.083444,0.08803304,7.010797,39.49314,4
X,2019-04-21,154.886594,201.486621,9.832334,0.09574393,5.182352,13.69492,5
X,2019-04-22,216.053749,122.506696,9.806929,0.1072372,7.1569,21.20506,6
X,2019-04-23,158.728543,142.688557,9.871926,0.1129002,4.950024,18.67759,9
X,2019-04-24,114.691388,172.922144,7.202069,0.07802026,3.23643,20.37879,3
X,2019-04-25,129.045635,165.143541,9.712784,0.08633384,3.646303,44.21473,13
X,2019-04-26,137.931263,161.637777,8.914248,0.09341955,7.9355,36.59487,10
X,2019-04-27,135.273475,128.414449,8.509401,0.09434986,6.678231,212.4259,5
X,2019-04-28,79.275307,150.310656,8.643732,0.1001832,6.779061,84.33457,8
X,2019-04-29,96.617904,83.726253,8.630168,0.0923226,6.529744,3.664364,6
X,2019-04-30,86.10877,152.718919,9.571102,0.06809461,7.407661,267.2972,9
X,2019-05-01,147.923141,119.631325,10.68155,0.09258535,4.536059,29.32247,2
X,2019-05-02,134.452233,139.636693,9.845597,0.100214,8.216718,0.0288495,5
X,2019-05-03,161.355824,168.545675,10.33819,0.07465176,8.050788,13.95505,6
X,2019-05-04,170.271158,149.682944,9.692952,0.1075759,4.245791,188.479,4
X,2019-05-05,139.517158,175.898296,6.800661,0.08148222,5.887131,160.244,15
X,2019-05-06,122.633385,161.882802,9.66335,0.09248968,7.018836,68.53303,9
X,2019-05-07,126.586837,173.780235,9.469572,0.08147487,5.305525,30.19638,7
X,2019-05-08,121.122158,141.577969,9.194851,0.0898018,6.500808,43.75101,4
X,2019-05-09,116.010088,152.364861,8.633654,0.1074984,5.968522,15.26746,6
X,2019-05-10,64.402267,89.207122,8.094755,0.08548611,6.627084,77.16221,6
X,2019-05-11,133.130073,157.033838,8.031471,0.09648912,8.95485,97.42208,1
X,2019-05-12,151.987128,159.792374,9.647316,0.07895137,5.406415,0.3215774,4
X,2019-05-13,166.041379,104.995798,9.794393,0.1018439,5.438389,149.7335,5
X,2019-05-14,111.258399,152.939268,8.486948,0.07911464,8.023121,150.6202,5
X,2019-05-15,106.833168,147.002152,9.364625,0.0742374,6.084477,194.9595,6
X,2019-05-16,120.444832,179.383288,9.438488,0.07128268,5.035818,14.72191,5
X,2019-05-17,132.211342,173.28155,7.794609,0.06961257,4.887135,59.98118,11
X,2019-05-18,184.202651,192.309014,9.599992,0.06601245,6.894154,195.5244,9
X,2019-05-19,71.615026,131.65893,8.130354,0.1127425,3.681675,14.16276,6
X,2019-05-20,137.404721,114.457388,9.089575,0.08130213,8.033815,1.485353,6
X,2019-05-21,127.631643,188.29084,9.118385,0.07605842,6.45066,0.07762704,10
X,2019-05-22,198.866553,159.914116,8.476023,0.08220015,3.453263,40.29611,9
X,2019-05-23,153.412684,92.881982,10.0516,0.09760633,3.302124,16.86599,11
X,2019-05-24,111.909806,165.339768,10.18216,0.08924989,8.966177,21.33837,9
X,2019-05-25,82.461516,164.962683,7.127917,0.08834604,7.599555,25.18241,5
X,2019-05-26,117.407591,138.054239,9.851541,0.09579959,3.774514,8.856807,5
X,2019-05-27,82.665674,180.556821,11.04711,0.08924877,5.789863,18.63851,2
X,2019-05-28,124.187007,233.700434,9.180908,0.08719904,3.004778,75.42548,6
X,2019-05-29,83.999321,166.095935,5.55815,0.0993638,4.459487,209.5965,6
X,2019-05-30,132.293573,170.238365,9.856198,0.08503422,6.294443,168.0276,3
X,2019-05-31,149.314834,153.715837,9.59342,0.09953857,4.183106,144.2218,4
X,2019-06-01,67.849885,155.05069,7.735571,0.08123649,6.100524,6.354667,5
X,2019-06-02,143.211288,169.68322,8.735043,0.112937,8.179736,40.04164,4
X,2019-06-03,114.755197,179.03452,8.315198,0.07523737,4.355636,7.329353,3
X,2019-06-04,127.537062,166.339077,8.651287,0.083384,5.044655,53.28371,4
X,2019-06-05,127.000128,191.871387,8.582463,0.07862125,6.114675,40.16355,6
X,2019-06-06,131.2686,160.87767,8.983681,0.0825452,6.531422,47.07744,4
X,2019-06-07,166.697925,150.584891,8.63732,0.09408798,6.228331,11.53449,8
X,2019-06-08,133.755306,164.921446,8.850011,0.08026032,3.411426,45.07442,7
X,2019-06-09,135.979438,196.316951,10.10357,0.09948731,7.238746,155.8353,1
X,2019-06-10,134.633497,168.776248,7.249956,0.09264667,8.578708,3.661736,7
X,2019-06-11,83.968646,167.214022,7.863573,0.09534983,6.499717,188.6716,2
X,2019-06-12,114.230702,188.005627,10.53994,0.09173968,6.439415,24.73943,6
X,2019-06-13,56.107503,172.341339,7.952054,0.09963078,5.589435,72.00464,4
X,2019-06-14,112.673854,163.52641,9.47157,0.07807691,5.669704,70.1386,7
X,2019-06-15,112.552101,157.306039,7.688903,0.07781121,4.272323,243.4792,9
X,2019-06-16,103.2421,170.348059,11.24245,0.08736969,8.202392,4.555499,6
X,2019-06-17,137.979431,164.781232,8.210342,0.08262064,4.085894,140.0055,4
X,2019-06-18,100.40172,159.263654,10.44742,0.0902355,4.308339,30.08352,10
X,2019-06-19,98.112999,124.608907,7.129152,0.08645218,5.088933,205.656,6
X,2019-06-20,64.213285,165.795507,7.787774,0.08712384,6.148107,39.16772,4
X,2019-06-21,92.843699,174.82333,9.226064,0.07964406,3.653317,116.0767,7
X,2019-06-22,176.494246,215.30758,11.15448,0.07402419,5.990378,1.451009,6
X,2019-06-23,137.46362,114.494414,9.497594,0.08599917,5.097841,3.091624,5
X,2019-06-24,161.301322,148.976653,7.220987,0.09320835,7.097562,85.8934,4
X,2019-06-25,81.304788,152.731646,9.213685,0.1014786,4.700953,251.7354,5
X,2019-06-26,77.803278,215.201616,8.247347,0.08704501,3.224291,30.24358,3
X,2019-06-27,172.760015,129.307066,10.21883,0.08821869,7.566906,38.3894,9
X,2019-06-28,118.574666,172.749065,8.602963,0.07467175,5.351516,14.82687,5
X,2019-06-29,177.964037,204.849005,9.972739,0.05639086,4.864526,18.54808,6
X,2019-06-30,101.761036,175.135877,9.38336,0.0860703,8.726223,9.620191,5
X,2019-07-01,117.422845,268.696375,8.466702,0.07677808,7.757234,83.83084,7
X,2019-07-02,228.025021,158.01617,9.559735,0.06500289,7.162814,112.7825,7
X,2019-07-03,149.645935,208.319554,8.565535,0.09391523,8.683462,12.33128,9
X,2019-07-04,93.212101,107.125258,8.403138,0.08380847,7.455705,158.3283,7
X,2019-07-05,148.428869,201.693986,8.790585,0.08857294,5.371951,16.67846,3
X,2019-07-06,163.335112,144.50528,9.060374,0.09275895,3.772574,9.200503,11
X,2019-07-07,165.272922,198.391359,8.620369,0.07524371,4.68578,115.7113,4
X,2019-07-08,96.531917,168.237693,9.23983,0.1005081,7.265683,0.7552109,6
X,2019-07-09,163.961753,187.908504,8.396757,0.09732707,8.020553,0.1723325,4
X,2019-07-10,69.730286,155.478717,7.603339,0.09167213,3.629471,52.77281,2
X,2019-07-11,181.8853,90.279884,8.918384,0.09253267,3.77646,10.58478,3
X,2019-07-12,156.245545,151.265372,11.09793,0.1067168,8.198095,71.7788,4
X,2019-07-13,84.108597,172.17468,9.102561,0.1039153,3.50188,93.10801,11
X,2019-07-14,82.443824,150.916303,7.211794,0.0638671,7.814449,15.26915,5
X,2019-07-15,131.307095,178.746614,9.797791,0.09691825,3.888943,79.34534,6
X,2019-07-16,152.493486,174.506448,8.469389,0.08418112,8.424988,72.83384,4
X,2019-07-17,123.847511,140.620225,8.470691,0.0873531,5.825072,64.20407,6
X,2019-07-18,208.343066,186.979622,9.477173,0.07482595,7.199189,285.45,4
X,2019-07-19,119.500563,154.349973,9.107844,0.0919962,4.451193,111.7758,10
X,2019-07-20,144.537994,156.616519,9.536936,0.09475637,7.001952,38.57399,4
X,2019-07-21,116.377885,205.082739,8.458493,0.0788015,8.914134,4.911323,5
X,2019-07-22,116.312353,147.70931,8.129927,0.09537786,6.20015,14.83961,8
X,2019-07-23,125.240103,101.065175,7.934193,0.09819071,5.482512,53.71509,7
X,2019-07-24,105.137132,158.635915,8.023798,0.1057524,4.442362,217.3641,11
X,2019-07-25,182.430154,161.201834,8.133715,0.08891605,7.720384,33.82967,4
X,2019-07-26,142.884788,131.713882,9.344023,0.094294,7.002855,210.098,8
X,2019-07-27,149.14225,180.482642,9.414932,0.08518734,8.81745,171.3076,9
X,2019-07-28,69.330439,137.973078,6.836989,0.09071382,8.104436,112.0939,7
X,2019-07-29,124.296677,128.398028,9.358515,0.1001083,7.690923,2.707651,11
X,2019-07-30,145.127624,219.434005,8.801484,0.113549,4.537796,11.13175,8
X,2019-07-31,109.514564,110.61775,9.280336,0.08680513,5.00926,167.4333,4
X,2019-08-01,123.011371,138.792139,8.585197,0.07000707,6.799526,66.49618,6
X,2019-08-02,130.698295,129.086601,8.612227,0.1168338,3.547535,24.75617,6
X,2019-08-03,144.13688,146.916464,8.749058,0.08222024,8.667519,11.87828,7
X,2019-08-04,146.136033,150.422836,7.664153,0.1074781,8.104479,87.25964,4
X,2019-08-05,177.608504,174.318411,10.05768,0.07484571,5.025658,17.61519,4
X,2019-08-06,117.784594,130.241715,8.460979,0.09098086,6.381051,1.178666,2
X,2019-08-07,137.2529,143.398793,9.764534,0.1144246,3.877533,244.2011,7
X,2019-08-08,119.376851,189.71898,9.939477,0.08003778,8.516528,25.33662,7
X,2019-08-09,123.252792,213.472925,9.12513,0.08324974,7.703159,23.79981,3
X,2019-08-10,167.403795,147.121165,9.434919,0.08464805,4.709376,1.633905,4
X,2019-08-11,119.421786,168.369016,10.11054,0.1076151,7.376591,23.69316,7
X,2019-08-12,56.919692,139.091678,9.409572,0.09278109,5.246477,15.44953,7
X,2019-08-13,144.555959,177.121184,10.67533,0.07683685,4.503844,19.13443,8
X,2019-08-14,106.802478,134.273079,9.704712,0.07574777,4.747277,4.596057,5
X,2019-08-15,141.565479,178.205173,8.785172,0.09110236,8.020825,18.31494,5
X,2019-08-16,192.352612,210.453424,7.086048,0.08097855,5.511758,2.605257,3
X,2019-08-17,137.847364,158.769996,8.554392,0.08071921,6.751428,37.72898,4
X,2019-08-18,148.125179,144.637776,9.765973,0.0959059,5.574736,18.72907,5
X,2019-08-19,108.032606,106.993686,6.01514,0.1002638,8.796267,62.99631,11
X,2019-08-20,107.436049,84.34099,9.31992,0.08897231,7.542407,20.35054,8
X,2019-08-21,194.827242,145.671581,8.828577,0.09161156,4.186965,1.377119,8
X,2019-08-22,202.552179,163.765317,10.01827,0.07881889,8.287606,258.1967,2
X,2019-08-23,61.739492,122.859414,8.014085,0.09899763,3.968404,47.97993,6
X,2019-08-24,143.980298,157.750521,10.41693,0.0853844,5.584166,14.00517,3
X,2019-08-25,92.772205,139.251768,9.142863,0.1082166,6.285446,26.43013,4
X,2019-08-26,185.345307,208.876395,8.391164,0.08747441,3.829469,7.210915,8
X,2019-08-27,157.848375,186.728526,9.118208,0.07900464,5.739621,12.27503,1
X,2019-08-28,96.65585,109.729978,7.875063,0.08878251,6.059237,89.37146,9
X,2019-08-29,128.54017,69.6287,10.34095,0.09647217,5.467227,24.0292,5
X,2019-08-30,174.141398,201.129445,10.62512,0.0858054,3.924091,79.48401,3
X,2019-08-31,152.336645,179.814404,7.640613,0.0855421,5.805652,17.74446,7
X,2019-09-01,40.322697,122.623014,8.133053,0.09622163,7.647296,78.22515,6
X,2019-09-02,119.473288,93.386817,6.59933,0.08163525,3.410006,238.0236,8
X,2019-09-03,159.639146,162.161377,8.056808,0.09969272,8.223857,79.35065,6
X,2019-09-04,137.947127,245.665726,9.17284,0.08661723,5.165511,39.09554,5
X,2019-09-05,145.613189,123.793053,8.386775,0.08130742,3.782605,20.88081,4
X,2019-09-06,171.535217,102.722352,9.309716,0.1021097,7.979649,2.644517,7
X,2019-09-07,90.938986,65.404427,8.284815,0.1058998,7.925066,41.26642,8
X,2019-09-08,163.998179,177.865548,11.77694,0.09806795,3.719502,26.24444,5
X,2019-09-09,157.72448,164.235147,7.784794,0.08588665,6.257859,0.2161542,9
X,2019-09-10,101.101441,156.373529,9.104243,0.09062425,4.739032,74.47082,8
X,2019-09-11,124.110518,140.124621,9.20921,0.08049283,8.460726,24.81489,3
X,2019-09-12,182.882245,120.139147,9.31115,0.09606429,7.197122,10.29987,4
X,2019-09-13,107.734225,121.406022,9.892679,0.08848537,4.282986,39.42893,6
X,2019-09-14,177.845939,149.356134,9.689947,0.08583909,7.890462,45.86146,4
X,2019-09-15,141.564218,135.94557,9.911633,0.1035467,5.256316,63.43757,5
X,2019-09-16,35.916345,141.292299,8.645727,0.08952405,7.965618,76.64895,11
X,2019-09-17,151.699935,176.086316,10.48227,0.08843886,5.242679,32.08344,5
X,2019-09-18,112.874296,148.551188,8.457738,0.1066105,3.518198,11.40312,5
X,2019-09-19,187.201872,196.832221,11.47296,0.09214129,3.382763,5.120075,7
X,2019-09-20,70.229668,172.567723,9.054027,0.08011488,5.416728,30.95641,3
X,2019-09-21,168.506111,170.896405,7.73439,0.08203671,3.017659,78.84318,6
X,2019-09-22,164.088547,141.546767,9.372508,0.08260465,5.427222,42.38828,4
X,2019-09-23,149.600392,110.348618,9.115193,0.07256729,8.091362,8.770553,3
X,2019-09-24,60.89938,109.279588,8.4034,0.09031014,4.797137,67.49284,6
X,2019-09-25,120.868469,162.509673,11.25729,0.08383183,6.390017,46.50769,8
X,2019-09-26,112.266535,63.390839,9.066216,0.1159883,6.225338,15.93815,9
X,2019-09-27,141.413434,171.217167,8.386299,0.09010013,4.474415,151.641,7
X,2019-09-28,179.730091,193.44652,10.25976,0.08561993,4.479411,177.8054,8
X,2019-09-29,141.641225,63.242846,10.73777,0.114244,8.658468,155.7016,4
