location,Date,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24
290,1962-11-20,230,26,31,41,12,10,3,,,14,-6,24,44,14,,,,,,,,,,10081,10092,,10064,,25,10,75,15,6,,,,,,
290,1962-11-21,78,15,21,36,24,10,6,,,-16,-49,23,16,12,,,,,,,,,,10067,10100,,10055,,20,24,57,12,4,,,,,,
290,1962-11-22,0,0,10,21,1,0,20,,,-46,-63,24,-34,1,,,,,,,,,,10170,10213,,10107,,1,23,10,13,8,,,,,,
290,1962-11-23,187,10,10,26,23,5,3,,,-41,-64,1,-15,23,,,,,,,,,,10244,10261,,10214,,1,1,9,17,8,,,,,,
290,1962-11-24,174,41,41,57,17,26,1,,,4,-26,6,29,15,,,,,,,,,,10245,10262,,10229,,7,1,32,15,8,,,,,,
290,1962-11-25,208,21,21,41,10,0,24,,,40,19,1,60,24,,,,,,,,,,10307,10330,,10267,,1,24,40,6,8,,,,,,
290,1962-11-26,0,0,5,10,1,0,4,,,46,21,6,62,15,,,,,,,,,,10346,10356,,10331,,0,5,25,12,8,,,,,,
290,1962-11-27,312,5,5,15,20,0,1,,,52,37,4,63,12,,,,,,,,,,10334,10353,,10299,,1,2,10,12,8,,,,,,
290,1962-11-28,15,5,5,36,4,0,8,,,62,51,1,78,15,,,,,,,,,,10286,10295,,10281,,3,2,40,5,8,,,,,,
290,1962-11-29,230,26,26,41,14,0,1,,,62,48,7,73,14,,,,,,,,,,10255,10283,,10230,,8,1,60,5,8,,,,,,
290,1962-11-30,289,21,26,67,5,0,21,,,45,-16,24,79,11,,,,,,,,,,10270,10353,,10224,,30,1,75,10,4,,,,,,
290,1962-12-01,85,10,10,26,19,0,1,,,-18,-50,4,35,14,,,,,,,,,,10410,10431,,10360,,30,10,60,6,1,,,,,,
290,1962-12-02,103,21,21,31,3,10,23,,,-27,-56,8,23,12,,,,,,,,,,10404,10429,,10376,,40,1,59,12,0,,,,,,
290,1962-12-03,114,5,5,21,1,0,9,,,-25,-78,24,48,14,,,,,,,,,,10350,10392,,10325,,32,22,56,10,1,,,,,,
290,1962-12-04,0,0,5,21,24,0,1,,,-28,-99,5,61,14,,,,,,,,,,10312,10320,,10305,,11,9,40,1,1,,,,,,
290,1962-12-05,178,5,5,21,1,0,5,,,-41,-103,24,29,13,,,,,,,,,,10307,10310,,10303,,3,20,15,4,1,,,,,,
290,1962-12-06,0,0,0,10,10,0,1,,,-41,-101,1,63,14,,,,,,,,,,10298,10307,,10289,,5,8,18,3,0,,,,,,
290,1962-12-07,183,26,31,46,13,15,1,,,-2,-62,1,37,13,,,,,,,,,,10285,10293,,10278,,10,7,18,24,1,,,,,,
290,1962-12-08,184,62,62,103,22,36,3,,,37,-3,3,81,13,,,,,,,,,,10231,10286,,10140,,18,1,50,20,6,,,,,,
290,1962-12-09,225,72,82,118,12,57,19,,,44,17,18,67,11,,,,,,,,,,10035,10127,,9969,,40,3,75,21,8,,,,,,
290,1962-12-10,252,57,57,72,11,41,23,,,43,22,19,71,12,,,,,,,,,,10076,10121,,10028,,60,5,75,7,6,,,,,,
290,1962-12-11,210,82,82,103,17,51,1,,,51,26,1,74,23,,,,,,,,,,10001,10118,,9870,,15,20,65,1,8,,,,,,
290,1962-12-12,214,26,31,67,1,15,22,,,41,23,18,75,2,,,,,,,,,,9873,9901,,9853,,1,23,56,3,7,,,,,,
290,1962-12-13,254,15,21,41,20,0,4,,,8,-10,9,42,13,,,,,,,,,,9970,10038,,9906,,1,5,75,14,4,,,,,,
290,1962-12-14,224,57,57,123,22,15,6,,,15,-22,8,61,24,,,,,,,,,,10052,10100,,9950,,20,17,70,4,7,,,,,,
290,1962-12-15,257,72,77,154,21,41,6,,,67,36,8,111,20,,,,,,,,,,9873,9929,,9766,,50,1,65,10,7,,,,,,
290,1962-12-16,287,72,77,154,5,31,22,,,48,19,22,77,1,,,,,,,,,,9840,9966,,9736,,58,3,89,13,7,,,,,,
290,1962-12-17,258,31,36,62,4,10,19,,,27,11,8,51,13,,,,,,,,,,9997,10010,,9969,,56,24,80,15,6,,,,,,
290,1962-12-18,225,15,21,62,23,5,9,,,23,8,2,40,19,,,,,,,,,,9975,9997,,9968,,14,10,60,19,8,,,,,,
290,1962-12-19,0,0,21,41,17,5,12,,,7,-37,24,34,12,,,,,,,,,,10050,10170,,9975,,12,15,60,5,8,,,,,,
290,1962-12-20,134,26,31,62,24,10,1,,,-12,-48,2,22,20,,,,,,,,,,10152,10192,,10057,,15,23,56,6,8,,,,,,
290,1962-12-21,55,21,36,62,23,15,9,,,-5,-58,24,15,1,,,,,,,,,,10085,10223,,10009,,3,12,56,24,8,,,,,,
290,1962-12-22,50,46,46,57,8,31,19,,,-95,-128,24,-47,1,,,,,,,,,,10364,10451,,10237,,45,7,60,11,1,,,,,,
290,1962-12-23,51,41,41,77,23,26,13,,,-104,-144,6,-66,20,,,,,,,,,,10462,10483,,10446,,57,1,65,13,0,,,,,,
290,1962-12-24,58,62,62,82,14,41,22,,,-92,-117,8,-48,24,,,,,,,,,,10421,10443,,10369,,60,19,70,12,2,,,,,,
290,1962-12-25,50,41,46,72,1,15,22,,,-57,-71,24,-41,13,,,,,,,,,,10299,10364,,10230,,60,1,65,11,7,,,,,,
290,1962-12-26,205,21,26,46,21,10,2,,,-63,-93,8,-47,18,,,,,,,,,,10152,10225,,10092,,18,24,60,1,8,,,,,,
290,1962-12-27,207,31,31,41,4,21,16,,,-41,-57,1,-27,13,,,,,,,,,,10093,10111,,10079,,11,15,30,24,8,,,,,,
290,1962-12-28,210,15,21,31,11,0,21,,,-43,-53,7,-34,14,,,,,,,,,,10096,10107,,10080,,20,8,35,1,8,,,,,,
290,1962-12-29,58,41,41,67,21,15,10,,,-56,-68,22,-35,1,,,,,,,,,,10083,10092,,10078,,9,7,56,19,8,,,,,,
290,1962-12-30,72,77,77,103,13,57,1,,,-50,-68,1,-32,23,,,,,,,,,,10056,10079,,10033,,7,15,60,5,6,,,,,,
290,1962-12-31,77,72,77,103,18,51,2,,,-43,-81,24,-26,11,,,,,,,,,,10129,10153,,10088,,50,7,57,11,8,,,,,,
290,1963-01-01,69,72,72,93,15,51,21,,,-104,-120,17,-77,1,,,0,0,,,,,,10160,10164,,10154,,50,20,60,11,6,,,,,,
290,1963-01-02,65,62,62,87,18,41,11,,,-104,-119,9,-91,17,,,0,0,,,,,,10121,10154,,10085,,30,16,56,1,7,,,,,,
290,1963-01-03,72,77,77,103,6,46,21,,,-56,-108,1,-25,14,,,0,0,,,,,,10019,10080,,9982,,30,1,50,3,7,,,,,,
290,1963-01-04,141,21,41,62,1,15,13,,,-18,-55,2,21,24,,,0,0,,,,,,9960,9979,,9953,,10,12,45,5,8,,,,,,
290,1963-01-05,205,15,31,57,1,10,15,,,13,-5,23,31,15,,,0,0,,,,,,9970,9995,,9958,,3,18,45,10,8,,,,,,
290,1963-01-06,29,36,41,72,15,10,1,,,-22,-74,24,6,1,,,0,0,,,,,,10060,10111,,10001,,3,1,82,14,6,,,,,,
290,1963-01-07,58,57,57,87,4,41,2,,,-38,-76,2,-17,14,,,1,1,,,,,,10146,10174,,10114,,58,13,70,9,7,,,,,,
290,1963-01-08,62,57,57,72,2,46,3,,,-59,-83,8,-36,1,,,3,4,,,,,,10194,10214,,10173,,60,6,70,10,6,,,,,,
290,1963-01-09,54,36,36,51,2,21,17,,,-91,-133,23,-48,14,,,69,86,,,,,,10220,10226,,10214,,56,22,70,14,1,,,,,,
290,1963-01-10,50,31,31,51,9,10,17,,,-98,-131,1,-73,13,,,0,0,,,,,,10230,10247,,10223,,20,24,60,10,6,,,,,,
290,1963-01-11,36,26,26,41,3,10,6,,,-98,-131,7,-65,14,,,25,31,,,,,,10264,10273,,10248,,22,8,58,14,4,,,,,,
290,1963-01-12,42,21,21,41,13,0,24,,,-94,-117,4,-66,15,,,5,6,,,,,,10287,10303,,10266,,30,4,60,15,4,,,,,,
290,1963-01-13,208,26,31,62,22,0,1,,,-101,-173,6,-32,24,,,3,4,,,,,,10262,10303,,10181,,3,6,57,1,5,,,,,,
290,1963-01-14,295,15,31,77,5,0,17,,,-35,-83,24,17,5,,,28,34,,,,,,10187,10234,,10143,,25,1,70,11,6,,,,,,
290,1963-01-15,159,15,21,72,24,0,4,,,-61,-87,8,-27,14,,,21,26,,,,,,10217,10237,,10165,,1,8,60,1,7,,,,,,
290,1963-01-16,61,62,62,93,6,21,24,,,-87,-112,20,-66,2,,,65,79,,,,,,10257,10341,,10168,,25,4,70,10,3,,,,,,
290,1963-01-17,42,31,31,51,22,15,10,,,-109,-129,6,-80,14,,,24,29,,,,,,10361,10377,,10342,,20,10,58,15,2,,,,,,
290,1963-01-18,61,41,46,93,17,0,2,,,-102,-134,6,-64,15,,,0,0,,,,,,10292,10340,,10271,,15,9,60,3,6,,,,,,
290,1963-01-19,63,87,87,113,12,57,2,,,-100,-132,7,-72,15,,,35,42,,,,,,10202,10281,,10155,,45,1,65,11,1,,,,,,
290,1963-01-20,65,62,62,82,7,46,22,,,-91,-142,7,-49,14,,,73,87,,,,,,10237,10307,,10174,,40,7,59,19,0,,,,,,
290,1963-01-21,55,41,41,67,13,15,24,,,-91,-128,24,-61,13,,,43,51,,,,,,10360,10411,,10311,,45,5,70,12,1,,,,,,
290,1963-01-22,326,5,15,26,14,0,6,,,-88,-169,4,-27,22,,,0,0,,,,,,10420,10433,,10411,,3,24,60,1,5,,,,,,
290,1963-01-23,218,21,21,41,24,0,2,,,-40,-58,3,-5,14,,,0,0,,,,,,10395,10411,,10363,,2,1,30,15,6,,,,,,
290,1963-01-24,221,31,31,46,5,10,16,,,-35,-56,3,-16,16,,,0,0,,,,,,10349,10359,,10342,,12,11,40,23,7,,,,,,
290,1963-01-25,242,26,26,41,13,21,1,,,-27,-56,21,-6,11,,,0,0,,,,,,10358,10367,,10349,,12,8,60,20,8,,,,,,
290,1963-01-26,302,41,57,87,12,36,2,,,0,-36,1,33,12,,,11,13,,,,,,10297,10353,,10261,,8,6,70,16,6,,,,,,
290,1963-01-27,1,26,26,51,5,0,21,,,-29,-61,23,5,14,,,78,89,,,,,,10382,10409,,10324,,60,24,75,2,1,,,,,,
290,1963-01-28,21,21,26,57,12,5,6,,,-11,-52,1,10,9,,,0,0,,,,,,10351,10392,,10334,,2,5,60,19,8,,,,,,
290,1963-01-29,45,15,21,31,17,10,22,,,-28,-48,7,-9,1,,,-1,0,,,,,,10297,10333,,10251,,15,7,60,1,7,,,,,,
290,1963-01-30,52,26,26,51,19,0,1,,,-53,-101,24,-34,14,,,24,27,,,,,,10230,10244,,10219,,21,8,60,1,6,,,,,,
290,1963-01-31,32,10,21,31,3,10,8,,,-95,-152,8,-50,12,,,52,58,,,,,,10225,10250,,10174,,18,7,57,5,4,,,,,,
290,1963-02-01,42,31,36,62,10,0,2,,,-55,-81,22,-33,6,,,-1,0,,,,,,10153,10170,,10140,,14,11,65,13,7,,,,,,
290,1963-02-02,40,36,41,62,9,15,24,,,-66,-91,2,-46,18,,,29,32,,,,,,10167,10187,,10124,,28,7,63,12,7,,,,,,
290,1963-02-03,295,5,10,21,20,0,3,,,-60,-77,21,-34,15,,,22,24,,,,,,10056,10117,,10012,,15,24,58,13,7,,,,,,
290,1963-02-04,228,31,31,46,21,15,3,,,-49,-65,1,-35,15,,,0,0,,,,,,10008,10044,,9991,,10,9,25,18,8,,,,,,
290,1963-02-05,98,10,21,36,23,10,4,,,-55,-91,23,-13,12,,,5,5,,,,,,10100,10138,,10050,,6,6,20,1,6,,,,,,
290,1963-02-06,89,46,46,62,22,21,1,,,-68,-114,5,-12,14,,,67,72,,,,,,10135,10151,,10121,,12,2,40,22,0,,,,,,
290,1963-02-07,90,57,57,87,17,36,18,,,-29,-73,1,16,13,,,34,36,,,,,,10108,10120,,10101,,30,2,57,14,6,,,,,,
290,1963-02-08,129,26,31,51,1,10,17,,,10,-18,1,32,15,,,0,0,,,,,,10152,10197,,10113,,12,14,35,1,8,,,,,,
290,1963-02-09,61,26,31,57,19,10,1,,,-8,-56,23,19,1,,,0,0,,,,,,10179,10198,,10135,,10,12,30,10,6,,,,,,
290,1963-02-10,77,36,36,57,7,26,17,,,-37,-68,6,-10,24,,,0,0,,,,,,10081,10127,,10045,,10,6,15,13,8,,,,,,
290,1963-02-11,52,26,26,36,19,15,4,,,-3,-21,3,26,14,,,8,8,,,,,,10016,10042,,9998,,12,4,25,14,8,,,,,,
290,1963-02-12,18,26,26,36,11,10,24,,,-12,-31,24,2,15,,,0,0,,,,,,10006,10034,,9990,,8,8,15,1,8,,,,,,
290,1963-02-13,315,15,21,36,12,10,6,,,-20,-33,4,-4,13,,,0,0,,,,,,10074,10105,,10035,,11,7,60,15,8,,,,,,
290,1963-02-14,185,15,26,36,11,21,1,,,-21,-55,21,12,13,,,15,15,,,,,,10077,10103,,10036,,10,17,50,15,6,,,,,,
290,1963-02-15,93,41,41,62,9,21,22,,,-31,-63,7,1,12,,,19,19,,,,,,9962,10028,,9918,,12,24,57,11,7,,,,,,
290,1963-02-16,39,31,31,41,17,21,1,,,-25,-37,2,-11,12,,,0,0,,,,,,9918,9948,,9904,,10,7,15,3,8,,,,,,
290,1963-02-17,344,21,26,36,1,10,19,,,-24,-34,1,-8,12,,,0,0,,,,,,9975,10001,,9949,,11,3,25,11,8,,,,,,
290,1963-02-18,226,5,15,21,1,5,12,,,-25,-38,5,-6,13,,,0,0,,,,,,10003,10007,,9999,,20,22,56,13,8,,,,,,
290,1963-02-19,69,26,26,67,20,10,1,,,-30,-53,21,10,14,,,21,21,,,,,,9995,10007,,9988,,2,7,40,22,7,,,,,,
290,1963-02-20,38,41,41,57,16,26,7,,,-43,-62,5,-22,14,,,0,0,,,,,,10037,10082,,10007,,18,11,56,15,8,,,,,,
290,1963-02-21,4,15,21,31,1,0,20,,,-60,-104,24,-38,13,,,63,61,,,,,,10143,10188,,10086,,20,24,62,14,5,,,,,,
290,1963-02-22,3,5,10,26,14,0,1,,,-47,-101,1,-2,13,,,84,81,,,,,,10229,10264,,10192,,20,6,80,13,4,,,,,,
290,1963-02-23,50,10,15,31,12,0,3,,,-68,-133,24,-11,14,,,83,80,,,,,,10281,10290,,10266,,5,7,56,12,2,,,,,,
290,1963-02-24,49,21,21,41,16,0,4,,,-78,-166,8,-2,15,,,58,55,,,,,,10287,10293,,10280,,6,6,58,16,0,,,,,,
290,1963-02-25,42,10,15,26,11,0,19,,,-74,-144,7,6,14,,,59,56,,,,,,10313,10331,,10295,,8,7,58,14,2,,,,,,
290,1963-02-26,68,26,26,46,16,0,2,,,-48,-129,5,16,14,,,76,71,,,,,,10342,10353,,10330,,14,8,62,16,2,,,,,,
290,1963-02-27,86,31,31,51,13,10,7,,,-17,-71,7,49,14,,,82,77,,,,,,10360,10370,,10350,,12,7,65,15,1,,,,,,
290,1963-02-28,84,31,31,51,8,10,5,,,-25,-117,6,48,14,,,95,88,,,,,,10353,10361,,10344,,40,20,60,15,0,,,,,,
290,1963-03-01,85,15,21,41,5,0,22,,,-21,-97,24,65,15,,,88,81,,,,,,10355,10369,,10337,,22,21,59,16,1,,,,,,
290,1963-03-02,87,10,15,31,16,0,4,,,-28,-117,7,67,14,,,90,83,,,,,,10333,10337,,10324,,18,6,56,15,0,,,,,,
290,1963-03-03,124,10,15,26,7,0,14,,,0,-87,3,97,14,,,95,87,,,,,,10312,10335,,10289,,18,6,58,24,0,,,,,,
290,1963-03-04,166,10,15,31,13,10,1,,,10,-83,4,79,14,,,88,80,,,,,,10276,10286,,10266,,18,24,57,1,1,,,,,,
290,1963-03-05,177,41,41,62,12,21,1,,,53,6,6,97,14,,,53,48,,,,,,10276,10287,,10261,,11,6,56,14,6,,,,,,
290,1963-03-06,194,62,62,72,11,46,24,,,70,41,2,108,14,,,16,14,,,,,,10221,10260,,10187,,25,3,59,10,7,,,,,,
290,1963-03-07,213,57,62,98,16,36,3,,,75,35,21,119,12,,,22,20,,,,,,10164,10187,,10146,,35,4,70,16,6,,,,,,
290,1963-03-08,179,36,36,51,16,15,22,,,89,39,6,154,13,,,30,27,,,,,,10097,10162,,10056,,22,6,65,19,7,,,,,,
290,1963-03-09,192,41,51,82,9,26,18,,,77,45,7,113,13,,,10,9,,,,,,10044,10066,,9985,,57,1,70,7,7,,,,,,
290,1963-03-10,182,41,46,77,12,26,3,,,64,44,5,101,15,,,4,3,,,,,,9948,9979,,9924,,56,8,70,1,7,,,,,,
290,1963-03-11,156,41,46,77,15,26,22,,,64,29,3,96,11,,,10,9,,,,,,9928,9984,,9861,,50,8,70,1,6,,,,,,
290,1963-03-12,224,77,87,103,6,46,24,,,41,0,24,83,2,,,0,0,,,,,,9883,9978,,9831,,20,15,63,12,8,,,,,,
290,1963-03-13,280,26,36,67,3,0,17,,,34,4,1,57,14,,,0,0,,,,,,10129,10192,,9995,,40,24,60,1,8,,,,,,
290,1963-03-14,112,31,31,41,19,21,1,,,43,25,5,59,17,,,0,0,,,,,,10162,10191,,10128,,8,18,40,1,8,,,,,,
290,1963-03-15,135,26,31,46,3,15,23,,,74,26,5,143,15,,,25,21,,,,,,10108,10127,,10092,,18,3,59,17,6,,,,,,
290,1963-03-16,149,31,31,46,11,21,4,,,74,35,6,112,11,,,0,0,,,,,,10112,10137,,10091,,8,4,50,10,5,,,,,,
290,1963-03-17,175,15,31,41,10,10,16,,,55,26,5,96,16,,,12,10,,,,,,10180,10201,,10143,,16,9,56,3,4,,,,,,
290,1963-03-18,116,26,31,41,5,15,18,,,76,53,1,105,16,,,0,0,,,,,,10083,10148,,10059,,14,18,57,7,8,,,,,,
290,1963-03-19,264,31,36,72,12,0,21,,,70,15,24,118,14,,,7,6,,,,,,10089,10103,,10059,,4,4,70,14,6,,,,,,
290,1963-03-20,42,31,36,57,20,10,2,,,42,6,2,90,15,,,0,0,,,,,,10086,10110,,10075,,2,4,62,15,8,,,,,,
290,1963-03-21,355,31,31,51,22,15,12,,,23,1,24,39,16,,,0,0,,,,,,10134,10154,,10116,,2,1,28,24,8,,,,,,
290,1963-03-22,17,51,57,87,15,5,24,,,1,-43,24,41,15,,,28,23,,,,,,10210,10265,,10157,,26,4,75,15,4,,,,,,
290,1963-03-23,336,10,15,41,21,0,1,,,14,-44,1,61,14,,,34,28,,,,,,10288,10306,,10262,,30,8,70,13,7,,,,,,
290,1963-03-24,227,41,41,82,13,10,3,,,24,-19,2,61,11,,,44,36,,,,,,10261,10304,,10184,,40,5,75,10,6,,,,,,
290,1963-03-25,219,82,87,118,14,62,6,,,46,-3,4,76,21,,,0,0,,,,,,10108,10176,,10063,,35,3,65,20,6,,,,,,
290,1963-03-26,224,21,26,77,1,0,23,,,55,33,24,73,9,,,0,0,,,,,,10027,10062,,9998,,20,24,70,16,8,,,,,,
290,1963-03-27,213,15,21,41,14,10,4,,,56,19,5,117,15,,,49,39,,,,,,10067,10080,,10041,,1,5,65,16,6,,,,,,
290,1963-03-28,163,26,31,51,9,21,18,,,55,26,1,103,15,,,4,3,,,,,,10064,10068,,10059,,26,7,62,17,7,,,,,,
290,1963-03-29,144,26,26,51,11,0,4,,,69,29,5,119,13,,,32,25,,,,,,10024,10064,,9997,,9,5,65,15,7,,,,,,
290,1963-03-30,84,15,21,36,6,5,1,,,63,3,7,111,15,,,27,21,,,,,,10020,10037,,10011,,10,7,65,13,5,,,,,,
290,1963-03-31,19,36,36,62,14,15,2,,,36,24,24,54,1,,,0,0,,,,,,10105,10181,,10040,,20,6,57,1,8,,,,,,
290,1963-04-01,20,10,15,46,8,0,12,,,24,11,5,37,15,,,0,0,,,,,,10217,10235,,10184,,16,9,45,1,8,,,,,,
290,1963-04-02,199,15,21,41,9,0,1,,,52,15,5,100,15,,,40,31,,,,,,10234,10246,,10223,,16,3,50,23,6,,,,,,
290,1963-04-03,0,0,10,36,19,0,1,,,53,35,1,76,14,,,0,0,,,,,,10185,10221,,10147,,5,18,35,1,8,,,,,,
290,1963-04-04,332,10,15,41,13,0,1,,,41,-6,24,81,15,,,18,14,,,,,,10116,10141,,10101,,2,24,75,11,7,,,,,,
290,1963-04-05,56,41,46,77,16,0,3,,,46,5,1,88,17,,,10,8,,,,,,10129,10144,,10115,,0,6,64,13,5,,,,,,
290,1963-04-06,55,82,82,118,14,62,3,,,79,18,6,139,14,,,108,81,,,,,,10129,10148,,10109,,24,1,67,15,1,,,,,,
290,1963-04-07,62,72,72,103,12,36,20,,,85,19,5,160,15,,,113,85,,,,,,10098,10112,,10079,,60,4,80,15,1,,,,,,
290,1963-04-08,92,31,36,41,1,26,16,,,113,29,5,194,14,,,106,79,,,,,,10083,10104,,10062,,56,24,70,1,2,,,,,,
290,1963-04-09,122,31,36,51,11,10,19,,,128,57,5,193,14,,,81,60,,,,,,10002,10054,,9956,,45,4,60,9,6,,,,,,
290,1963-04-10,153,31,36,67,22,21,5,,,121,81,24,159,12,,,18,13,,,,,,9900,9952,,9864,,22,20,62,23,7,,,,,,
290,1963-04-11,194,36,41,57,14,15,19,,,119,71,3,171,13,,,64,47,,,,,,9949,9987,,9903,,56,2,75,15,5,,,,,,
290,1963-04-12,259,31,41,87,8,0,20,,,74,-12,24,116,14,,,16,12,,,,,,10086,10185,,9988,,50,9,75,18,5,,,,,,
290,1963-04-13,160,5,15,31,16,0,2,,,49,-37,5,118,14,,,91,66,,,,,,10207,10220,,10190,,50,5,75,10,3,,,,,,
290,1963-04-14,206,46,46,77,11,15,2,,,79,21,2,126,13,,,47,34,,,,,,10180,10201,,10147,,58,4,75,9,6,,,,,,
290,1963-04-15,201,51,51,82,8,26,23,,,88,66,6,111,13,,,0,0,,,,,,10087,10137,,10074,,17,19,70,9,8,,,,,,
290,1963-04-16,196,36,46,93,20,21,3,,,102,81,5,131,12,,,0,0,,,,,,10044,10077,,10020,,16,6,59,16,8,,,,,,
290,1963-04-17,160,36,36,67,11,15,5,,,131,68,5,192,16,,,44,31,,,,,,10005,10037,,9971,,30,7,65,16,6,,,,,,
290,1963-04-18,204,31,31,62,1,0,20,,,105,43,23,157,15,,,75,53,,,,,,10043,10078,,9997,,50,4,68,15,4,,,,,,
290,1963-04-19,52,5,15,36,22,0,5,,,119,21,5,184,14,,,76,54,,,,,,10128,10167,,10080,,56,21,75,15,4,,,,,,
290,1963-04-20,105,31,36,51,9,15,2,,,146,85,4,203,13,,,88,62,,,,,,10121,10161,,10076,,40,5,70,11,4,,,,,,
290,1963-04-21,208,10,21,36,13,0,2,,,120,96,22,157,17,,,23,16,,,,,,10099,10119,,10076,,50,7,82,13,6,,,,,,
290,1963-04-22,201,15,26,51,7,0,18,,,112,67,24,151,16,,,55,38,,,,,,10140,10157,,10119,,58,4,70,12,4,,,,,,
290,1963-04-23,60,31,36,57,14,0,1,,,117,49,4,175,15,,,119,83,,,,,,10145,10154,,10134,,45,4,70,9,3,,,,,,
290,1963-04-24,40,41,41,67,17,31,3,,,99,49,5,156,15,,,83,57,,,,,,10173,10201,,10153,,10,5,70,13,4,,,,,,
290,1963-04-25,48,46,46,62,8,31,24,,,60,25,24,84,16,,,0,0,,,,,,10225,10256,,10200,,56,4,60,1,7,,,,,,
290,1963-04-26,56,36,36,67,10,0,20,,,63,16,6,115,17,,,117,80,,,,,,10273,10286,,10257,,56,1,70,15,2,,,,,,
290,1963-04-27,0,0,10,21,9,0,3,,,93,-9,4,158,14,,,76,52,,,,,,10277,10289,,10252,,18,4,75,9,4,,,,,,
290,1963-04-28,237,26,31,46,7,0,24,,,103,79,8,128,17,,,0,0,,,,,,10214,10247,,10193,,10,11,65,2,8,,,,,,
290,1963-04-29,228,21,31,46,9,10,1,,,116,89,2,142,12,,,0,0,,,,,,10157,10188,,10139,,4,6,56,1,8,,,,,,
290,1963-04-30,278,31,36,57,10,21,2,,,100,43,22,143,11,,,24,16,,,,,,10163,10170,,10147,,9,3,70,13,6,,,,,,
290,1963-05-01,208,57,62,87,10,21,2,,,84,53,2,101,10,,,0,0,,,,,,10040,10143,,9965,,50,4,62,13,8,,,,,,
290,1963-05-02,282,41,46,77,15,15,19,,,73,17,23,115,12,,,111,74,,,,,,10031,10072,,9970,,57,1,86,7,5,,,,,,
290,1963-05-03,198,41,46,93,9,15,19,,,61,27,1,109,10,,,24,16,,,,,,10064,10104,,10042,,57,6,70,1,6,,,,,,
290,1963-05-04,242,10,15,36,10,0,20,,,64,21,22,114,15,,,49,33,,,,,,10129,10142,,10105,,59,4,75,9,5,,,,,,
290,1963-05-05,216,31,41,82,15,10,20,,,107,26,3,166,14,,,99,65,,,,,,10111,10122,,10104,,35,7,80,15,5,,,,,,
290,1963-05-06,248,31,36,72,10,0,22,,,85,9,24,133,11,,,42,28,,,,,,10153,10200,,10113,,57,6,80,13,5,,,,,,
290,1963-05-07,125,5,15,31,4,0,19,,,110,6,1,183,16,,,95,62,,,,,,10209,10218,,10200,,58,23,65,1,4,,,,,,
290,1963-05-08,163,15,26,51,14,0,19,,,165,62,2,261,15,,,129,84,,,,,,10173,10206,,10141,,56,4,65,16,2,,,,,,
290,1963-05-09,292,10,15,36,15,0,24,,,115,68,24,154,15,,,0,0,,,,,,10153,10159,,10142,,45,20,60,2,8,,,,,,
290,1963-05-10,193,31,36,77,16,0,3,,,107,67,4,171,14,,,73,47,,,,,,10113,10153,,10086,,9,5,73,14,5,,,,,,
290,1963-05-11,210,62,67,98,15,36,24,,,89,75,3,115,14,,,0,0,,,,,,10130,10206,,10078,,50,20,70,14,8,,,,,,
290,1963-05-12,188,36,36,51,7,10,19,,,119,67,5,169,16,,,122,79,,,,,,10221,10236,,10202,,58,1,81,14,5,,,,,,
290,1963-05-13,192,36,36,62,8,15,17,,,117,79,22,171,10,,,23,15,,,,,,10154,10197,,10137,,57,4,68,19,6,,,,,,
290,1963-05-14,228,31,36,87,13,15,17,,,93,68,24,126,10,,,9,6,,,,,,10157,10174,,10141,,56,6,70,18,7,,,,,,
290,1963-05-15,13,21,26,51,15,10,4,,,89,60,24,121,16,,,17,11,,,,,,10152,10208,,10121,,48,6,65,16,7,,,,,,
290,1963-05-16,10,21,21,46,8,0,20,,,103,52,1,150,16,,,28,18,,,,,,10233,10243,,10213,,3,6,70,14,5,,,,,,
290,1963-05-17,237,15,26,51,11,0,1,,,89,30,3,135,9,,,11,7,,,,,,10223,10232,,10213,,9,4,65,8,5,,,,,,
290,1963-05-18,232,41,46,87,23,10,1,,,102,28,4,156,14,,,51,32,,,,,,10177,10229,,10112,,3,4,75,17,6,,,,,,
290,1963-05-19,275,46,51,77,11,15,20,,,79,36,24,120,13,,,55,35,,,,,,10135,10164,,10108,,60,8,80,13,6,,,,,,
290,1963-05-20,189,36,41,62,18,15,1,,,106,34,2,163,14,,,95,60,,,,,,10142,10162,,10112,,58,23,75,8,6,,,,,,
290,1963-05-21,194,51,57,93,9,15,18,,,133,107,4,173,15,,,1,1,,,,,,10095,10111,,10082,,57,16,70,12,8,,,,,,
290,1963-05-22,3,10,15,36,23,0,6,,,98,80,5,116,8,,,6,4,,,,,,10121,10145,,10095,,2,5,70,15,7,,,,,,
290,1963-05-23,16,10,26,51,5,0,11,,,111,75,4,144,15,,,0,0,,,,,,10120,10140,,10108,,22,24,68,5,8,,,,,,
290,1963-05-24,232,21,26,51,8,0,21,,,116,88,24,147,15,,,7,4,,,,,,10188,10234,,10141,,20,1,65,10,7,,,,,,
290,1963-05-25,20,26,26,41,13,0,4,,,110,54,4,162,16,,,53,33,,,,,,10252,10263,,10234,,3,4,75,12,5,,,,,,
