Date,kWh produced,On/Off,location,type,ID
2017-09-15,292.41255,1,280,1,4
2017-09-16,151.676974,1,280,1,4
2017-09-17,189.812518,1,280,1,4
2017-09-18,142.034374,1,280,1,4
2017-09-19,193.008716,1,280,1,4
2017-09-20,118.109621,1,280,1,4
2017-09-21,270.401788,1,280,1,4
2017-09-22,200.604466,1,280,1,4
2017-09-23,277.157055,1,280,1,4
2017-09-24,262.172199,1,280,1,4
2017-09-25,91.020374,1,280,1,4
2017-09-26,76.781476,1,280,1,4
2017-09-27,133.584119,1,280,1,4
2017-09-28,115.322063,1,280,1,4
2017-09-29,147.683677,1,280,1,4
2017-09-30,52.839935,1,280,1,4
2017-10-01,177.010077,1,280,1,4
2017-10-02,122.053037,1,280,1,4
2017-10-03,165.144906,1,280,1,4
2017-10-04,94.433312,1,280,1,4
2017-10-05,126.827697,1,280,1,4
2017-10-06,134.871719,1,280,1,4
2017-10-07,34.776638,1,280,1,4
2017-10-08,158.541187,1,280,1,4
2017-10-09,76.069625,1,280,1,4
2017-10-10,58.469364,1,280,1,4
2017-10-11,52.774973,1,280,1,4
2017-10-12,81.884365,1,280,1,4
2017-10-13,137.176873,1,280,1,4
2017-10-14,78.742839,1,280,1,4
2017-10-15,181.337993,1,280,1,4
2017-10-16,180.460885,1,280,1,4
2017-10-17,96.381587,1,280,1,4
2017-10-18,101.150695,1,280,1,4
2017-10-19,130.340385,1,280,1,4
2017-10-20,93.465616,1,280,1,4
2017-10-21,61.09962,1,280,1,4
2017-10-22,105.998737,1,280,1,4
2017-10-23,73.513868,1,280,1,4
2017-10-24,47.057107,1,280,1,4
2017-10-25,90.408858,1,280,1,4
2017-10-26,72.906847,1,280,1,4
2017-10-27,100.321272,1,280,1,4
2017-10-28,55.203583,1,280,1,4
2017-10-29,115.169036,1,280,1,4
2017-10-30,118.885709,1,280,1,4
2017-10-31,51.246678,1,280,1,4
2017-11-01,45.745391,1,280,1,4
2017-11-02,57.830492,1,280,1,4
2017-11-03,42.560772,1,280,1,4
2017-11-04,95.542341,1,280,1,4
2017-11-05,51.51767,1,280,1,4
2017-11-06,100.790648,1,280,1,4
2017-11-07,49.5091,1,280,1,4
2017-11-08,17.130101,1,280,1,4
2017-11-09,50.450013,1,280,1,4
2017-11-10,49.722625,1,280,1,4
2017-11-11,72.965449,1,280,1,4
2017-11-12,19.250773,1,280,1,4
2017-11-13,88.210138,1,280,1,4
2017-11-14,0.0,1,280,1,4
2017-11-15,13.3177,1,280,1,4
2017-11-16,39.599311,1,280,1,4
2017-11-17,85.176473,1,280,1,4
2017-11-18,46.019387,1,280,1,4
2017-11-19,82.847808,1,280,1,4
2017-11-20,40.81286,1,280,1,4
2017-11-21,16.708876,1,280,1,4
2017-11-22,43.418698,1,280,1,4
2017-11-23,20.01199,1,280,1,4
2017-11-24,25.92547,1,280,1,4
2017-11-25,52.430665,1,280,1,4
2017-11-26,60.448797,1,280,1,4
2017-11-27,4.124333,1,280,1,4
2017-11-28,28.169464,1,280,1,4
2017-11-29,36.128814,1,280,1,4
2017-11-30,70.832561,1,280,1,4
2017-12-01,70.483755,1,280,1,4
2017-12-02,34.126234,1,280,1,4
2017-12-03,45.334053,1,280,1,4
2017-12-04,59.926282,1,280,1,4
2017-12-05,27.080657,1,280,1,4
2017-12-06,4.291571,1,280,1,4
2017-12-07,14.346799,1,280,1,4
2017-12-08,22.889887,1,280,1,4
2017-12-09,54.232009,1,280,1,4
2017-12-10,0.0,1,280,1,4
2017-12-11,27.074411,1,280,1,4
2017-12-12,28.606286,1,280,1,4
2017-12-13,12.540779,1,280,1,4
2017-12-14,38.041091,1,280,1,4
2017-12-15,18.334296,1,280,1,4
2017-12-16,20.371641,1,280,1,4
2017-12-17,61.27388,1,280,1,4
2017-12-18,12.396356,1,280,1,4
2017-12-19,16.072698,1,280,1,4
2017-12-20,44.772894,1,280,1,4
2017-12-21,18.336768,1,280,1,4
2017-12-22,15.685752,1,280,1,4
2017-12-23,10.458809,1,280,1,4
2017-12-24,32.661228,1,280,1,4
2017-12-25,32.417292,1,280,1,4
2017-12-26,35.102378,1,280,1,4
2017-12-27,26.395683,1,280,1,4
2017-12-28,43.062038,1,280,1,4
2017-12-29,30.875393,1,280,1,4
2017-12-30,12.128831,1,280,1,4
2017-12-31,17.581135,1,280,1,4
2018-01-01,46.412396,1,280,1,4
2018-01-02,43.899713,1,280,1,4
2018-01-03,15.205381,1,280,1,4
2018-01-04,0.0,1,280,1,4
2018-01-05,35.472204,1,280,1,4
2018-01-06,20.601794,1,280,1,4
2018-01-07,57.440613,1,280,1,4
2018-01-08,63.764858,1,280,1,4
2018-01-09,32.921493,1,280,1,4
2018-01-10,27.192022,1,280,1,4
2018-01-11,62.43244,1,280,1,4
2018-01-12,9.230047,1,280,1,4
2018-01-13,20.054072,1,280,1,4
2018-01-14,15.683111,1,280,1,4
2018-01-15,21.321026,1,280,1,4
2018-01-16,54.162516,1,280,1,4
2018-01-17,43.515121,1,280,1,4
2018-01-18,30.907443,1,280,1,4
2018-01-19,58.010599,1,280,1,4
2018-01-20,20.709672,1,280,1,4
2018-01-21,72.57888,1,280,1,4
2018-01-22,14.585539,1,280,1,4
2018-01-23,12.118754,1,280,1,4
2018-01-24,19.003532,1,280,1,4
2018-01-25,39.501648,1,280,1,4
2018-01-26,12.006486,1,280,1,4
2018-01-27,43.519794,1,280,1,4
2018-01-28,34.655567,1,280,1,4
2018-01-29,9.457977,1,280,1,4
2018-01-30,77.148592,1,280,1,4
2018-01-31,13.772644,1,280,1,4
2018-02-01,59.940893,1,280,1,4
2018-02-02,52.484942,1,280,1,4
2018-02-03,35.113089,1,280,1,4
2018-02-04,57.818963,1,280,1,4
2018-02-05,51.752456,1,280,1,4
2018-02-06,155.408011,1,280,1,4
2018-02-07,113.887482,1,280,1,4
2018-02-08,107.525378,1,280,1,4
2018-02-09,109.027051,1,280,1,4
2018-02-10,52.710515,1,280,1,4
2018-02-11,77.83466,1,280,1,4
2018-02-12,0.0,0,280,1,4
2018-02-13,162.66591,1,280,1,4
2018-02-14,143.010232,1,280,1,4
2018-02-15,33.36766,1,280,1,4
2018-02-16,128.0491,1,280,1,4
2018-02-17,108.549043,1,280,1,4
2018-02-18,134.509315,1,280,1,4
2018-02-19,98.42464,1,280,1,4
2018-02-20,125.996442,1,280,1,4
2018-02-21,191.777352,1,280,1,4
2018-02-22,85.002508,1,280,1,4
2018-02-23,125.853911,1,280,1,4
2018-02-24,141.259908,1,280,1,4
2018-02-25,201.138842,1,280,1,4
2018-02-26,173.204613,1,280,1,4
2018-02-27,142.11279,1,280,1,4
2018-02-28,195.601139,1,280,1,4
2018-03-01,189.811945,1,280,1,4
2018-03-02,218.779909,1,280,1,4
2018-03-03,201.414682,1,280,1,4
2018-03-04,149.883837,1,280,1,4
2018-03-05,0.0,0,280,1,4
2018-03-06,169.202264,1,280,1,4
2018-03-07,152.314723,1,280,1,4
2018-03-08,84.993094,1,280,1,4
2018-03-09,134.183611,1,280,1,4
2018-03-10,97.242131,1,280,1,4
2018-03-11,0.0,0,280,1,4
2018-03-12,158.328007,1,280,1,4
2018-03-13,50.11059,1,280,1,4
2018-03-14,198.452027,1,280,1,4
2018-03-15,249.604104,1,280,1,4
2018-03-16,49.538949,1,280,1,4
2018-03-17,283.728427,1,280,1,4
2018-03-18,289.451312,1,280,1,4
2018-03-19,310.263648,1,280,1,4
2018-03-20,309.249312,1,280,1,4
2018-03-21,149.922933,1,280,1,4
2018-03-22,101.409973,1,280,1,4
2018-03-23,95.847973,1,280,1,4
2018-03-24,112.772032,1,280,1,4
2018-03-25,52.312798,1,280,1,4
2018-03-26,204.937416,1,280,1,4
2018-03-27,199.94533,1,280,1,4
2018-03-28,38.459872,1,280,1,4
2018-03-29,224.820706,1,280,1,4
2018-03-30,189.942921,1,280,1,4
2018-03-31,172.704976,1,280,1,4
2018-04-01,185.16735,1,280,1,4
2018-04-02,139.240052,1,280,1,4
2018-04-03,149.049639,1,280,1,4
2018-04-04,175.14834,1,280,1,4
2018-04-05,159.21986,1,280,1,4
2018-04-06,340.11931,1,280,1,4
2018-04-07,317.194986,1,280,1,4
2018-04-08,310.774998,1,280,1,4
2018-04-09,217.561972,1,280,1,4
2018-04-10,339.563996,1,280,1,4
2018-04-11,268.701007,1,280,1,4
2018-04-12,185.755668,1,280,1,4
2018-04-13,190.81597,1,280,1,4
2018-04-14,106.72528,1,280,1,4
2018-04-15,172.298588,1,280,1,4
2018-04-16,333.605525,1,280,1,4
2018-04-17,361.57904,1,280,1,4
2018-04-18,407.329441,1,280,1,4
2018-04-19,401.07791,1,280,1,4
2018-04-20,382.755962,1,280,1,4
2018-04-21,396.157342,1,280,1,4
2018-04-22,383.750877,1,280,1,4
2018-04-23,367.567026,1,280,1,4
2018-04-24,147.315423,1,280,1,4
2018-04-25,190.805764,1,280,1,4
2018-04-26,239.425876,1,280,1,4
2018-04-27,286.008468,1,280,1,4
2018-04-28,210.535734,1,280,1,4
2018-04-29,116.023611,1,280,1,4
2018-04-30,151.97558,1,280,1,4
2018-05-01,232.629203,1,280,1,4
2018-05-02,407.466275,1,280,1,4
2018-05-03,443.951617,1,280,1,4
2018-05-04,493.694299,1,280,1,4
2018-05-05,493.559057,1,280,1,4
2018-05-06,519.615199,1,280,1,4
2018-05-07,508.719885,1,280,1,4
2018-05-08,513.628332,1,280,1,4
2018-05-09,445.988905,1,280,1,4
2018-05-10,125.41779,1,280,1,4
2018-05-11,445.834544,1,280,1,4
2018-05-12,370.845901,1,280,1,4
2018-05-13,331.61557,1,280,1,4
2018-05-14,474.102113,1,280,1,4
2018-05-15,499.446664,1,280,1,4
2018-05-16,348.761091,1,280,1,4
2018-05-17,170.117892,1,280,1,4
2018-05-18,203.807697,1,280,1,4
2018-05-19,222.246355,1,280,1,4
2018-05-20,491.338084,1,280,1,4
2018-05-21,522.84058,1,280,1,4
2018-05-22,434.543791,1,280,1,4
2018-05-23,421.850471,1,280,1,4
2018-05-24,494.800913,1,280,1,4
2018-05-25,311.010401,1,280,1,4
2018-05-26,520.078178,1,280,1,4
2018-05-27,522.515548,1,280,1,4
2018-05-28,509.803833,1,280,1,4
2018-05-29,391.663531,1,280,1,4
2018-05-30,400.630841,1,280,1,4
2018-05-31,397.937701,1,280,1,4
2018-06-01,315.352982,1,280,1,4
2018-06-02,139.916468,1,280,1,4
2018-06-03,205.366891,1,280,1,4
2018-06-04,98.665238,1,280,1,4
2018-06-05,418.125195,1,280,1,4
2018-06-06,543.156274,1,280,1,4
2018-06-07,509.888103,1,280,1,4
2018-06-08,262.759915,1,280,1,4
2018-06-09,399.786423,1,280,1,4
2018-06-10,285.313635,1,280,1,4
2018-06-11,364.273484,1,280,1,4
2018-06-12,175.283276,1,280,1,4
2018-06-13,267.4507,1,280,1,4
2018-06-14,278.799398,1,280,1,4
2018-06-15,393.212806,1,280,1,4
2018-06-16,305.229596,1,280,1,4
2018-06-17,242.832315,1,280,1,4
2018-06-18,193.776775,1,280,1,4
2018-06-19,259.35575,1,280,1,4
2018-06-20,457.862678,1,280,1,4
2018-06-21,358.553553,1,280,1,4
2018-06-22,270.534326,1,280,1,4
2018-06-23,393.037456,1,280,1,4
2018-06-24,137.205399,1,280,1,4
2018-06-25,347.572162,1,280,1,4
2018-06-26,521.619487,1,280,1,4
2018-06-27,433.970884,1,280,1,4
2018-06-28,528.323431,1,280,1,4
2018-06-29,535.124994,1,280,1,4
2018-06-30,548.927674,1,280,1,4
2018-07-01,543.622473,1,280,1,4
2018-07-02,551.937916,1,280,1,4
2018-07-03,550.784604,1,280,1,4
2018-07-04,515.451874,1,280,1,4
2018-07-05,188.072173,1,280,1,4
2018-07-06,479.720687,1,280,1,4
2018-07-07,515.368445,1,280,1,4
2018-07-08,518.230448,1,280,1,4
2018-07-09,147.132627,1,280,1,4
2018-07-10,379.102801,1,280,1,4
2018-07-11,329.828068,1,280,1,4
2018-07-12,487.856688,1,280,1,4
2018-07-13,373.748124,1,280,1,4
2018-07-14,423.287057,1,280,1,4
2018-07-15,506.359867,1,280,1,4
2018-07-16,513.333842,1,280,1,4
2018-07-17,490.197045,1,280,1,4
2018-07-18,386.882846,1,280,1,4
2018-07-19,431.733337,1,280,1,4
2018-07-20,480.308967,1,280,1,4
2018-07-21,387.633404,1,280,1,4
2018-07-22,388.397842,1,280,1,4
2018-07-23,492.506302,1,280,1,4
2018-07-24,414.949519,1,280,1,4
2018-07-25,444.49761,1,280,1,4
2018-07-26,419.736591,1,280,1,4
2018-07-27,480.992654,1,280,1,4
2018-07-28,251.516093,1,280,1,4
2018-07-29,354.776841,1,280,1,4
2018-07-30,365.252059,1,280,1,4
2018-07-31,398.625201,1,280,1,4
2018-08-01,426.564349,1,280,1,4
2018-08-02,436.427949,1,280,1,4
2018-08-03,474.075678,1,280,1,4
2018-08-04,382.654224,1,280,1,4
2018-08-05,466.676024,1,280,1,4
2018-08-06,476.113643,1,280,1,4
2018-08-07,439.652533,1,280,1,4
2018-08-08,199.671491,1,280,1,4
2018-08-09,260.247814,1,280,1,4
2018-08-10,257.927491,1,280,1,4
2018-08-11,374.148872,1,280,1,4
2018-08-12,249.213075,1,280,1,4
2018-08-13,191.513666,1,280,1,4
2018-08-14,265.022159,1,280,1,4
2018-08-15,183.905071,1,280,1,4
2018-08-16,282.615653,1,280,1,4
2018-08-17,314.584734,1,280,1,4
2018-08-18,239.76902,1,280,1,4
2018-08-19,177.295045,1,280,1,4
2018-08-20,209.835535,1,280,1,4
2018-08-21,273.761278,1,280,1,4
2018-08-22,328.296819,1,280,1,4
2018-08-23,147.436589,1,280,1,4
2018-08-24,285.363044,1,280,1,4
2018-08-25,227.427812,1,280,1,4
2018-08-26,331.271404,1,280,1,4
2018-08-27,213.184894,1,280,1,4
2018-08-28,166.459296,1,280,1,4
2018-08-29,229.045883,1,280,1,4
2018-08-30,244.640576,1,280,1,4
2018-08-31,314.643524,1,280,1,4
2018-09-01,315.113998,1,280,1,4
2018-09-02,339.210892,1,280,1,4
2018-09-03,243.181253,1,280,1,4
2018-09-04,309.957151,1,280,1,4
2018-09-05,287.096111,1,280,1,4
2018-09-06,88.483997,1,280,1,4
2018-09-07,173.166607,1,280,1,4
2018-09-08,191.854661,1,280,1,4
2018-09-09,254.20318,1,280,1,4
2018-09-10,157.328488,1,280,1,4
2018-09-11,101.401749,1,280,1,4
2018-09-12,99.004407,1,280,1,4
2018-09-13,255.792783,1,280,1,4
2018-09-14,131.498447,1,280,1,4
2018-09-15,209.650823,1,280,1,4
2018-09-16,246.432685,1,280,1,4
2018-09-17,259.523556,1,280,1,4
2018-09-18,304.164781,1,280,1,4
2018-09-19,252.611529,1,280,1,4
2018-09-20,163.385952,1,280,1,4
2018-09-21,160.860673,1,280,1,4
2018-09-22,125.101656,1,280,1,4
2018-09-23,63.481766,1,280,1,4
2018-09-24,244.23922,1,280,1,4
2018-09-25,224.786342,1,280,1,4
2018-09-26,220.729085,1,280,1,4
2018-09-27,258.062416,1,280,1,4
2018-09-28,198.687207,1,280,1,4
2018-09-29,214.773816,1,280,1,4
2018-09-30,186.030892,1,280,1,4
2018-10-01,145.881546,1,280,1,4
2018-10-02,108.828923,1,280,1,4
2018-10-03,132.295349,1,280,1,4
2018-10-04,80.129868,1,280,1,4
2018-10-05,230.28448,1,280,1,4
2018-10-06,195.052843,1,280,1,4
2018-10-07,193.617275,1,280,1,4
2018-10-08,177.362217,1,280,1,4
2018-10-09,192.291189,1,280,1,4
2018-10-10,192.770293,1,280,1,4
2018-10-11,196.14154,1,280,1,4
2018-10-12,213.623927,1,280,1,4
2018-10-13,167.241943,1,280,1,4
2018-10-14,180.480224,1,280,1,4
2018-10-15,177.443766,1,280,1,4
2018-10-16,154.380064,1,280,1,4
2018-10-17,128.338756,1,280,1,4
2018-10-18,122.084981,1,280,1,4
2018-10-19,152.97077,1,280,1,4
2018-10-20,119.663984,1,280,1,4
2018-10-21,95.960032,1,280,1,4
2018-10-22,147.278301,1,280,1,4
2018-10-23,47.360325,1,280,1,4
2018-10-24,92.885044,1,280,1,4
2018-10-25,72.780544,1,280,1,4
2018-10-26,46.296398,1,280,1,4
2018-10-27,83.496473,1,280,1,4
2018-10-28,167.621098,1,280,1,4
2018-10-29,27.74247,1,280,1,4
2018-10-30,31.199183,1,280,1,4
2018-10-31,115.20804,1,280,1,4
2018-11-01,76.59112,1,280,1,4
2018-11-02,103.058401,1,280,1,4
2018-11-03,127.4169,1,280,1,4
2018-11-04,141.070748,1,280,1,4
2018-11-05,37.568139,1,280,1,4
2018-11-06,95.222329,1,280,1,4
2018-11-07,114.906701,1,280,1,4
2018-11-08,115.097554,1,280,1,4
2018-11-09,50.236566,1,280,1,4
2018-11-10,12.13285,1,280,1,4
2018-11-11,29.4702,1,280,1,4
2018-11-12,37.087994,1,280,1,4
2018-11-13,54.12533,1,280,1,4
2018-11-14,71.037912,1,280,1,4
2018-11-15,111.269685,1,280,1,4
2018-11-16,42.893522,1,280,1,4
2018-11-17,92.685607,1,280,1,4
2018-11-18,74.322591,1,280,1,4
2018-11-19,55.927096,1,280,1,4
2018-11-20,25.478933,1,280,1,4
2018-11-21,17.24435,1,280,1,4
2018-11-22,14.688942,1,280,1,4
2018-11-23,88.56668,1,280,1,4
2018-11-24,34.443242,1,280,1,4
2018-11-25,12.582731,1,280,1,4
2018-11-26,28.036904,1,280,1,4
2018-11-27,67.052869,1,280,1,4
2018-11-28,24.595189,1,280,1,4
2018-11-29,12.278939,1,280,1,4
2018-11-30,59.002942,1,280,1,4
2018-12-01,23.709095,1,280,1,4
2018-12-02,19.875507,1,280,1,4
2018-12-03,24.258777,1,280,1,4
2018-12-04,72.104921,1,280,1,4
2018-12-05,52.078394,1,280,1,4
2018-12-06,32.705654,1,280,1,4
2018-12-07,22.308988,1,280,1,4
2018-12-08,19.216648,1,280,1,4
2018-12-09,31.461775,1,280,1,4
2018-12-10,81.352311,1,280,1,4
2018-12-11,45.494802,1,280,1,4
2018-12-12,26.11284,1,280,1,4
2018-12-13,21.1256,1,280,1,4
2018-12-14,26.392843,1,280,1,4
2018-12-15,33.176835,1,280,1,4
2018-12-16,0.0,1,280,1,4
2018-12-17,0.0,1,280,1,4
2018-12-18,18.232349,1,280,1,4
2018-12-19,0.0,1,280,1,4
2018-12-20,0.0,1,280,1,4
2018-12-21,16.475245,1,280,1,4
2018-12-22,15.444046,1,280,1,4
2018-12-23,16.319009,1,280,1,4
2018-12-24,46.461867,1,280,1,4
2018-12-25,7.44573,1,280,1,4
2018-12-26,15.406136,1,280,1,4
2018-12-27,9.181843,1,280,1,4
2018-12-28,17.259502,1,280,1,4
2018-12-29,12.19487,1,280,1,4
2018-12-30,19.149968,1,280,1,4
2018-12-31,21.757769,1,280,1,4
2019-01-01,39.757323,1,280,1,4
2019-01-02,44.525059,1,280,1,4
2019-01-03,37.005598,1,280,1,4
2019-01-04,5.669541,1,280,1,4
2019-01-05,7.198214,1,280,1,4
2019-01-06,31.305213,1,280,1,4
2019-01-07,39.186857,1,280,1,4
2019-01-08,15.930464,1,280,1,4
2019-01-09,74.682515,1,280,1,4
2019-01-10,38.65899,1,280,1,4
2019-01-11,24.545143,1,280,1,4
2019-01-12,31.926931,1,280,1,4
2019-01-13,14.695811,1,280,1,4
2019-01-14,22.234391,1,280,1,4
2019-01-15,30.950043,1,280,1,4
2019-01-16,7.815059,1,280,1,4
2019-01-17,34.333497,1,280,1,4
2019-01-18,53.571397,1,280,1,4
2019-01-19,103.212721,1,280,1,4
2019-01-20,52.987138,1,280,1,4
2019-01-21,58.070663,1,280,1,4
2019-01-22,61.483809,1,280,1,4
2019-01-23,39.59103,1,280,1,4
2019-01-24,33.350658,1,280,1,4
2019-01-25,54.89489,1,280,1,4
2019-01-26,11.06562,1,280,1,4
2019-01-27,41.368498,1,280,1,4
2019-01-28,22.331297,1,280,1,4
2019-01-29,77.188232,1,280,1,4
2019-01-30,49.997921,1,280,1,4
2019-01-31,95.44954,1,280,1,4
2019-02-01,38.238257,1,280,1,4
2019-02-02,46.174437,1,280,1,4
2019-02-03,104.721586,1,280,1,4
2019-02-04,44.442977,1,280,1,4
2019-02-05,35.160795,1,280,1,4
2019-02-06,12.53063,1,280,1,4
2019-02-07,102.412782,1,280,1,4
2019-02-08,19.054342,1,280,1,4
2019-02-09,36.614174,1,280,1,4
2019-02-10,35.956081,1,280,1,4
2019-02-11,107.123249,1,280,1,4
2019-02-12,103.910268,1,280,1,4
2019-02-13,21.502465,1,280,1,4
2019-02-14,151.578055,1,280,1,4
2019-02-15,153.184279,1,280,1,4
2019-02-16,145.295489,1,280,1,4
2019-02-17,156.95902,1,280,1,4
2019-02-18,152.762556,1,280,1,4
2019-02-19,50.761938,1,280,1,4
2019-02-20,85.807958,1,280,1,4
2019-02-21,70.83501,1,280,1,4
2019-02-22,81.301065,1,280,1,4
2019-02-23,170.144372,1,280,1,4
2019-02-24,181.185116,1,280,1,4
2019-02-25,186.724737,1,280,1,4
2019-02-26,194.363456,1,280,1,4
2019-02-27,214.943138,1,280,1,4
2019-02-28,116.914997,1,280,1,4
2019-03-01,109.20835,1,280,1,4
2019-03-02,123.334736,1,280,1,4
2019-03-03,36.310911,1,280,1,4
2019-03-04,76.873881,1,280,1,4
2019-03-05,188.054442,1,280,1,4
2019-03-06,73.345577,1,280,1,4
2019-03-07,125.239689,1,280,1,4
2019-03-08,182.510132,1,280,1,4
2019-03-09,127.505887,1,280,1,4
2019-03-10,45.282817,1,280,1,4
2019-03-11,85.869791,1,280,1,4
2019-03-12,116.420977,1,280,1,4
2019-03-13,81.052737,1,280,1,4
2019-03-14,39.754877,1,280,1,4
2019-03-15,129.413142,1,280,1,4
2019-03-16,56.636044,1,280,1,4
2019-03-17,198.841931,1,280,1,4
2019-03-18,199.614428,1,280,1,4
2019-03-19,253.559596,1,280,1,4
2019-03-20,36.275803,1,280,1,4
2019-03-21,71.188246,1,280,1,4
2019-03-22,241.129842,1,280,1,4
2019-03-23,158.210921,1,280,1,4
2019-03-24,207.84412,1,280,1,4
2019-03-25,181.018967,1,280,1,4
2019-03-26,129.41143,1,280,1,4
2019-03-27,155.580848,1,280,1,4
2019-03-28,148.491153,1,280,1,4
2019-03-29,337.840962,1,280,1,4
2019-03-30,297.233118,1,280,1,4
2019-03-31,264.395278,1,280,1,4
2019-04-01,358.496952,1,280,1,4
2019-04-02,235.512942,1,280,1,4
2019-04-03,155.829804,1,280,1,4
2019-04-04,82.887378,1,280,1,4
2019-04-05,107.362398,1,280,1,4
2019-04-06,228.888022,1,280,1,4
2019-04-07,366.022366,1,280,1,4
2019-04-08,369.831861,1,280,1,4
2019-04-09,373.27715,1,280,1,4
2019-04-10,397.001982,1,280,1,4
2019-04-11,312.932128,1,280,1,4
2019-04-12,256.840857,1,280,1,4
2019-04-13,227.465226,1,280,1,4
2019-04-14,323.738852,1,280,1,4
2019-04-15,386.981988,1,280,1,4
2019-04-16,409.047605,1,280,1,4
2019-04-17,359.317918,1,280,1,4
2019-04-18,387.390503,1,280,1,4
2019-04-19,406.476331,1,280,1,4
2019-04-20,414.982302,1,280,1,4
2019-04-21,433.556405,1,280,1,4
2019-04-22,411.494098,1,280,1,4
2019-04-23,408.633944,1,280,1,4
2019-04-24,344.689127,1,280,1,4
2019-04-25,363.353384,1,280,1,4
2019-04-26,219.250053,1,280,1,4
2019-04-27,168.09241,1,280,1,4
2019-04-28,203.470001,1,280,1,4
2019-04-29,170.170044,1,280,1,4
2019-04-30,231.293035,1,280,1,4
2019-05-01,107.420084,1,280,1,4
2019-05-02,180.892937,1,280,1,4
2019-05-03,242.551075,1,280,1,4
2019-05-04,376.969455,1,280,1,4
2019-05-05,299.2502,1,280,1,4
2019-05-06,245.456351,1,280,1,4
2019-05-07,247.191349,1,280,1,4
2019-05-08,187.150813,1,280,1,4
2019-05-09,345.737617,1,280,1,4
2019-05-10,310.891909,1,280,1,4
2019-05-11,488.828537,1,280,1,4
2019-05-12,439.809529,1,280,1,4
2019-05-13,505.371234,1,280,1,4
2019-05-14,471.523854,1,280,1,4
2019-05-15,513.484642,1,280,1,4
2019-05-16,287.156562,1,280,1,4
2019-05-17,140.90745,1,280,1,4
2019-05-18,413.092979,1,280,1,4
2019-05-19,415.712485,1,280,1,4
2019-05-20,135.413603,1,280,1,4
2019-05-21,209.360483,1,280,1,4
2019-05-22,360.444482,1,280,1,4
2019-05-23,470.729747,1,280,1,4
2019-05-24,482.564836,1,280,1,4
2019-05-25,316.757239,1,280,1,4
2019-05-26,214.080962,1,280,1,4
2019-05-27,343.796075,1,280,1,4
2019-05-28,342.693491,1,280,1,4
2019-05-29,496.101135,1,280,1,4
2019-05-30,200.043241,1,280,1,4
2019-05-31,391.885897,1,280,1,4
2019-06-01,463.691913,1,280,1,4
2019-06-02,484.576211,1,280,1,4
2019-06-03,294.066606,1,280,1,4
2019-06-04,385.119255,1,280,1,4
2019-06-05,365.866649,1,280,1,4
2019-06-06,195.068057,1,280,1,4
2019-06-07,406.138392,1,280,1,4
2019-06-08,194.39498,1,280,1,4
2019-06-09,451.627889,1,280,1,4
2019-06-10,455.367057,1,280,1,4
2019-06-11,195.847063,1,280,1,4
2019-06-12,198.667248,1,280,1,4
2019-06-13,362.682679,1,280,1,4
2019-06-14,379.83531,1,280,1,4
2019-06-15,245.886693,1,280,1,4
2019-06-16,395.308935,1,280,1,4
2019-06-17,500.909485,1,280,1,4
2019-06-18,470.125484,1,280,1,4
2019-06-19,365.752729,1,280,1,4
2019-06-20,242.50366,1,280,1,4
2019-06-21,339.684799,1,280,1,4
2019-06-22,500.281455,1,280,1,4
2019-06-23,518.643916,1,280,1,4
2019-06-24,490.177811,1,280,1,4
2019-06-25,479.818604,1,280,1,4
2019-06-26,320.660364,1,280,1,4
2019-06-27,232.169966,1,280,1,4
2019-06-28,494.900175,1,280,1,4
2019-06-29,571.090427,1,280,1,4
2019-06-30,497.794976,1,280,1,4
2019-07-01,363.826932,1,280,1,4
2019-07-02,400.851986,1,280,1,4
2019-07-03,461.431897,1,280,1,4
2019-07-04,431.338813,1,280,1,4
2019-07-05,287.156407,1,280,1,4
2019-07-06,142.25897,1,280,1,4
2019-07-07,269.139426,1,280,1,4
2019-07-08,243.607932,1,280,1,4
2019-07-09,457.751838,1,280,1,4
2019-07-10,205.463159,1,280,1,4
2019-07-11,177.10767,1,280,1,4
2019-07-12,308.950094,1,280,1,4
2019-07-13,312.632819,1,280,1,4
2019-07-14,127.205458,1,280,1,4
2019-07-15,263.790174,1,280,1,4
2019-07-16,138.405656,1,280,1,4
2019-07-17,351.629947,1,280,1,4
2019-07-18,349.510182,1,280,1,4
2019-07-19,399.577569,1,280,1,4
2019-07-20,235.36715,1,280,1,4
2019-07-21,351.581628,1,280,1,4
2019-07-22,352.08276,1,280,1,4
2019-07-23,507.488,1,280,1,4
2019-07-24,479.271096,1,280,1,4
2019-07-25,457.992736,1,280,1,4
2019-07-26,468.733203,1,280,1,4
2019-07-27,490.995825,1,280,1,4
2019-07-28,401.671692,1,280,1,4
2019-07-29,238.181736,1,280,1,4
2019-07-30,409.481856,1,280,1,4
2019-07-31,311.994709,1,280,1,4
2019-08-01,257.784463,1,280,1,4
2019-08-02,296.988788,1,280,1,4
2019-08-03,176.801163,1,280,1,4
2019-08-04,301.668845,1,280,1,4
2019-08-05,293.73201,1,280,1,4
2019-08-06,322.913097,1,280,1,4
2019-08-07,370.34898,1,280,1,4
2019-08-08,388.527421,1,280,1,4
2019-08-09,88.565431,1,280,1,4
2019-08-10,271.293335,1,280,1,4
2019-08-11,292.141064,1,280,1,4
2019-08-12,300.065839,1,280,1,4
2019-08-13,218.499523,1,280,1,4
2019-08-14,277.311223,1,280,1,4
